Interval start timestamp: 2020-11-13T00:00:00.000Z
Interval end timestamp: 2020-11-20T00:00:00.000Z
Interval total rewards: 3934656000000000000000000 KEEP
Interval start block: 11245937
Interval end block: 11291625

Rewards weight sum 125507558529059133936391
Total rewards sum 3854303531886365633282922
┌─────────┬──────────────────────────────────────────────┬──────────────┬──────────────────────────┬───────────────────────┬────────────────────────────┬─────────────────────┬─────────────────────────────────┬─────────────┬─────────────────┬───────────┬────────────────┬────────────────────┬──────────────┬─────────────┬──────────────┬───────────┬─────────────┬──────────────┬───────────┬───────────┬────────┬──────────────┬──────────────┐
│ (index) │                   operator                   │ isFraudulent │ factoryAuthorizedAtStart │ poolAuthorizedAtStart │ poolDeauthorizedInInterval │ minimumStakeAtStart │ poolRequirementFulfilledAtStart │ keygenCount │ keygenFailCount │ keygenSLA │ signatureCount │ signatureFailCount │ signatureSLA │ SLAViolated │  keepStaked  │ ethBonded │ ethUnbonded │ ethWithdrawn │ ethTotal  │ ethScore  │ boost  │ rewardWeight │ totalRewards │
│   72    │ '0x3d7764aE9aC8259E5A5d224F5F56414f9749902a' │    false     │           true           │         true          │           false            │        true         │              true               │     11      │        0        │    100    │       7        │         0          │     100      │    false    │ '2217000.00' │ '1468.43' │   '30.85'   │    '0.00'    │ '1499.28' │ '1499.28' │ '2.72' │  '4077.61'   │ '127833.00'  │
│   73    │ '0x64A8856cBD255765D16B901a0B899daefC78FB13' │    false     │           true           │         true          │           false            │        true         │              true               │     13      │        0        │    100    │       7        │         0          │     100      │    false    │ '2223963.00' │ '1490.69' │   '20.19'   │    '0.00'    │ '1510.88' │ '1510.88' │ '2.72' │  '4103.24'   │ '128636.31'  │
│   74    │ '0xAcDC9AD09e565170194625911BF9B1A445A9736e' │    false     │           true           │         true          │           false            │        true         │              true               │     12      │        0        │    100    │       9        │         0          │     100      │    false    │ '226481.00'  │ '6114.45' │   '66.39'   │    '0.00'    │ '6180.84' │ '5612.20' │ '1.27' │  '7131.49'   │ '223571.96'  │
│   75    │ '0x63eB4c3DD0751F9BE7070A01156513C227fa1eF6' │    false     │           true           │         true          │           false            │        true         │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │ '198400.00'  │  '0.53'   │   '9.47'    │    '0.00'    │  '10.00'  │  '10.00'  │ '3.83' │   '38.34'    │  '1202.05'   │
│   76    │ '0x71b1a9096Bc1AF4863505765B431618FFfd96279' │    false     │           true           │         true          │           false            │        true         │              true               │      2      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '200000.00'  │  '86.29'  │   '53.66'   │    '0.00'    │ '139.95'  │ '139.95'  │ '2.69' │   '376.55'   │  '11804.87'  │
│   77    │ '0x2222aa7722Aa77287E6Db2eBC66D0EfEB7e131b0' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '200000.00'  │  '0.70'   │   '19.30'   │    '0.00'    │  '20.00'  │  '20.00'  │ '3.86' │   '77.14'    │  '2418.42'   │
│   78    │ '0x428df09f1Ae54234B550518665FB75Dd4Bd60C50' │    false     │           true           │         true          │           false            │        true         │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │ '200000.00'  │  '0.18'   │   '2.77'    │    '0.00'    │  '2.95'   │  '2.95'   │ '3.86' │   '11.38'    │   '356.76'   │
│   79    │ '0xb6C5DFee1b565e8009351D692a729b5546249786' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '100000.00'  │  '0.18'   │   '18.32'   │    '0.00'    │  '18.50'  │  '18.50'  │ '2.43' │   '44.93'    │  '1408.51'   │
│   80    │ '0x045E511f53DeBF55c9C0B4522f14F602f7C7cA81' │    false     │           true           │         true          │           false            │        true         │              true               │      9      │        0        │    100    │       4        │         0          │     100      │    false    │ '1152813.00' │ '780.73'  │   '19.27'   │    '0.00'    │ '800.00'  │ '800.00'  │ '2.70' │  '2158.12'   │  '67657.08'  │
│   81    │ '0xd977144724Bc77FaeFAe219F958AE3947205d0b5' │    false     │           true           │         true          │           false            │        true         │              true               │     10      │        0        │    100    │       4        │         0          │     100      │    false    │ '2705680.00' │ '725.79'  │   '51.02'   │    '0.00'    │ '776.81'  │ '776.81'  │ '3.64' │  '2827.08'   │  '88628.70'  │
│   82    │ '0x07C9a8f8264221906b7b8958951Ce4753D39628B' │    false     │           true           │         true          │           false            │        true         │              true               │      2      │        0        │    100    │       1        │         0          │     100      │    false    │ '500000.00'  │ '784.32'  │   '15.68'   │    '0.00'    │ '800.00'  │ '800.00'  │ '2.12' │  '1694.43'   │  '53120.21'  │
│   83    │ '0xB8A3AE209d153560993BFd8178E60F09B1c682E8' │    false     │           true           │         true          │           false            │        false        │              false              │      0      │        0        │   'N/A'   │       1        │         1          │      0       │    false    │  '79281.00'  │ '1988.89' │   '11.06'   │    '0.00'    │ '1999.95' │ '1999.95' │ '1.28' │  '2563.08'   │    '0.00'    │
│   84    │ '0x0ae20e11a065a7E750482E6a7E9eB7eaB7A8137f' │    false     │           true           │         true          │           false            │        true         │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │ '200000.00'  │  '0.35'   │   '3.60'    │    '1.50'    │  '2.45'   │  '2.45'   │ '3.86' │    '9.45'    │   '296.30'   │
│   85    │ '0x2BAF3650263348f3304c18900A674bB0BF830801' │    false     │           true           │         true          │           false            │        true         │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │ '100000.00'  │  '0.00'   │   '4.00'    │    '0.00'    │  '4.00'   │  '4.00'   │ '2.43' │    '9.71'    │   '304.54'   │
│   86    │ '0x12db4c07251d40FBD73b0a3CEF48b5CBa16A673d' │    false     │           true           │         true          │           false            │        true         │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │ '150000.00'  │  '0.18'   │   '1.02'    │    '1.15'    │  '0.05'   │  '0.05'   │ '3.14' │    '0.16'    │    '4.89'    │
│   87    │ '0xF35343299a4f80Dd5D917bbe5ddd54eBB820eBd4' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '100000.00'  │  '0.35'   │   '19.65'   │    '0.00'    │  '20.00'  │  '20.00'  │ '2.43' │   '48.57'    │  '1522.71'   │
│   88    │ '0x13aBA80a5BF56720EC44E26c06E88a21f4d0a6d9' │    false     │           true           │         false         │           false            │        false        │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │    '0.00'    │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   89    │ '0x7f746e790e97996AC9fE892d48eB8660DeE6786D' │    false     │           true           │         true          │           false            │        true         │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │ '100000.00'  │  '16.68'  │   '3.32'    │    '0.00'    │  '20.00'  │  '20.00'  │ '2.43' │   '48.57'    │  '1522.71'   │
│   90    │ '0xa39F6Ca62303229873D06395237307Cd59de806d' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '100000.00'  │  '0.00'   │   '20.00'   │    '0.00'    │  '20.00'  │  '20.00'  │ '2.43' │   '48.57'    │  '1522.71'   │
│   91    │ '0x1fe5b2817B7f2d0bbc87b293FB2272737D37061E' │    false     │           true           │         true          │           false            │        true         │              true               │      6      │        1        │    83     │       14       │         0          │     100      │    false    │ '827733.00'  │ '5561.39' │   '6.12'    │  '2488.00'   │ '3079.51' │ '3078.99' │ '1.73' │  '5336.49'   │ '167298.58'  │
│   92    │ '0x4199b03322b067A3264b40A7Ab5E3b6b6B1e046B' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '274440.00'  │ '267.95'  │   '1.55'    │    '0.00'    │ '269.50'  │ '269.50'  │ '2.43' │   '654.11'   │  '20506.25'  │
│   93    │ '0xE5f8f4A928a39ED4D21eCfD1BFB1Eebd49663e7e' │    false     │           true           │         true          │           false            │        true         │              true               │      7      │        0        │    100    │       4        │         0          │     100      │    false    │  '81010.00'  │ '1231.16' │   '68.84'   │    '0.00'    │ '1300.00' │ '1300.00' │ '1.35' │  '1758.94'   │  '55142.69'  │
│   94    │ '0x1147ccFB4AEFc6e587a23b78724Ef20Ec6e474D4' │    false     │           true           │         true          │           false            │        true         │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │  '93000.00'  │  '0.00'   │   '8.00'    │    '0.00'    │  '8.00'   │  '8.00'   │ '2.33' │   '18.63'    │   '584.00'   │
│   95    │ '0x0F5c422328Cba4421361A6AEd428ACaF7BAb9046' │    false     │           true           │         true          │           false            │        true         │              true               │      4      │        0        │    100    │       8        │         0          │     100      │    false    │ '1045309.00' │ '2587.97' │   '6.10'    │  '2198.00'   │ '396.07'  │ '396.07'  │ '3.30' │  '1306.04'   │  '40944.28'  │
│   96    │ '0xA543441313F7FA7F9215B84854E6DC8386B93383' │    false     │           true           │         true          │           false            │        true         │              true               │     14      │        0        │    100    │       11       │         1          │      90      │    false    │ '200000.00'  │ '6600.41' │   '64.37'   │    '0.00'    │ '6664.78' │ '5943.01' │ '1.24' │  '7398.95'   │ '231956.62'  │
│   97    │ '0x81e1B56db174a935fe81E4b9839d6D92528090f4' │    false     │           true           │         true          │           false            │        true         │              true               │     17      │        0        │    100    │       13       │         1          │      92      │    false    │ '100000.00'  │ '6599.43' │   '65.11'   │    '0.00'    │ '6664.53' │ '5942.84' │ '1.17' │  '6972.34'   │ '218582.38'  │
│   98    │ '0xea889F67e54CC5bf1BCb2B77A4e2ED2334176e55' │    false     │           true           │         true          │           false            │        true         │              true               │      3      │        0        │    100    │       9        │         0          │     100      │    false    │ '432533.00'  │ '3657.39' │   '5.20'    │  '1856.00'   │ '1806.59' │ '1806.59' │ '1.69' │  '3056.71'   │  '95827.81'  │
│   99    │ '0x5b0e39cc641FaF1cF00AEEf886803eA85DC9E351' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       1        │         0          │     100      │    false    │ '118813.00'  │  '0.18'   │   '17.72'   │    '0.00'    │  '17.90'  │  '17.90'  │ '2.70' │   '48.28'    │  '1513.64'   │
│   100   │ '0x527848609CBd3082626068d612699f0CC67A2AD7' │    false     │           true           │         true          │           false            │        true         │              true               │      5      │        0        │    100    │       7        │         0          │     100      │    false    │ '399200.00'  │ '2179.63' │   '5.66'    │  '1357.00'   │ '828.29'  │ '828.29'  │ '1.98' │  '1641.50'   │  '51460.81'  │
│   101   │ '0x08df5Bc0DbE3ED798DC25ab8d206028371eC4E53' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '105020.00'  │  '0.00'   │   '20.00'   │    '0.00'    │  '20.00'  │  '20.00'  │ '2.50' │   '50.01'    │  '1567.68'   │
│   102   │ '0x575f7BFD3d5eABaEb6cd1e2710819a5b19753a84' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '100000.00'  │  '0.35'   │   '49.65'   │    '1.00'    │  '49.00'  │  '49.00'  │ '2.43' │   '119.00'   │  '3730.64'   │
│   103   │ '0xF2f5E0a3365c385A3ADCA4F614eD0984dFff52a3' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '106400.00'  │  '0.00'   │   '21.00'   │    '0.00'    │  '21.00'  │  '21.00'  │ '2.52' │   '52.92'    │  '1659.04'   │
│   104   │ '0x7a9654B888dEa4Fed7bf4c1cD104Bd45217427dA' │    false     │           true           │         true          │           false            │        true         │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '100000.00'  │  '0.18'   │   '16.82'   │    '0.00'    │  '17.00'  │  '17.00'  │ '2.43' │   '41.29'    │  '1294.31'   │
│   105   │ '0x4bFa10B1538E8E765E995688D8EEc39C717B6797' │    false     │          false           │         false         │           false            │        false        │              false              │      2      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '278216.00'  │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   106   │ '0xe3a2d16dA142E6B190A5d9F7e0C07cc460B58A5F' │    false     │          false           │         false         │           false            │        false        │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '100000.00'  │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   107   │ '0x190059F25D91afFB092D145CEBb907817414bCf0' │    false     │          false           │         false         │           false            │        false        │              true               │      1      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │  '80008.00'  │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   108   │ '0xC05e7327F7BF188badD27E31066E6F74bD266A4E' │    false     │          false           │         false         │           false            │        false        │              true               │      3      │        0        │    100    │       0        │         0          │    'N/A'     │    false    │ '254647.00'  │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   109   │ '0x02A4dDE42Cb1188C8b44C70B0cC126ABE6dC817a' │    false     │          false           │         false         │           false            │        false        │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │  '80000.00'  │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   110   │ '0x860EF3f83B6adFEF757F98345c3B8DdcFCA9d152' │    false     │          false           │         false         │           false            │        false        │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │    '0.00'    │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   111   │ '0x0Af25F243E72cb08d3702603f1c8b626638181EC' │    false     │          false           │         false         │           false            │        false        │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │    '0.00'    │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   112   │ '0x1e5801DB6779b44A90104AE856602424D8853807' │    false     │          false           │         false         │           false            │        false        │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │    '0.00'    │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   113   │ '0x4399c27E9C639492b8f8bEa9EB0770392BD0B4Ef' │    false     │           true           │         true          │           false            │        true         │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │  '80000.00'  │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   114   │ '0x16D2896Fe510456862e5bB98FA07D47404c4A51d' │    false     │          false           │         false         │           false            │        false        │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │    '0.00'    │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   115   │ '0xc5795fa1EADF77FCDa0C6D9F9B340D634C2ba546' │    false     │          false           │         false         │           false            │        false        │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │    '0.00'    │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
│   116   │ '0x9767795d399E86fCc0F600dB6F302F5C0692e0cF' │    false     │          false           │         false         │           false            │        false        │              true               │      0      │        0        │   'N/A'   │       0        │         0          │    'N/A'     │    false    │    '0.00'    │  '0.00'   │   '0.00'    │    '0.00'    │  '0.00'   │  '0.00'   │ '1.00' │    '0.00'    │    '0.00'    │
└─────────┴──────────────────────────────────────────────┴──────────────┴──────────────────────────┴───────────────────────┴────────────────────────────┴─────────────────────┴─────────────────────────────────┴─────────────┴─────────────────┴───────────┴────────────────┴────────────────────┴──────────────┴─────────────┴──────────────┴───────────┴─────────────┴──────────────┴───────────┴───────────┴────────┴──────────────┴──────────────┘
